id_slug,tipo,ciclo_siglas,titulo,descripcion,entidad,modalidad,localidad,provincia,fecha_inicio,fecha_fin,estado,coste,certificacion,practicas,fuente_url,tags,prioridad,encaje_1_5,accion_sugerida,ultima_revision,notas
tsaf_iad_material_adultos_mayores,recurso,TSAF,Material didáctico de ejercicio para adultos y mayores,"Colección oficial de vídeos y propuestas para desarrollar condición física, autonomía y componentes cognitivos y emocionales.",Instituto Andaluz del Deporte,online,Online,Andalucía,,,activo,gratuito,no,no,https://ws226.juntadeandalucia.es/afmayores/,adultos|mayores|sesiones|ejercicio_salud,Alta,5,"Elegir tres tareas y adaptarlas a una sesión propia indicando objetivos, regresiones y criterios de seguridad.",2026-08-04,Material permanente; debe adaptarse al contexto y a la valoración de cada usuario.
tsaf_csd_estrategia_sedentarismo_2026,recurso,TSAF,Estrategia nacional contra el sedentarismo y la inactividad física,Documento estatal de 2026 con líneas de actuación para fomentar actividad física y reducir conductas sedentarias.,Consejo Superior de Deportes,documento,Online,Online,2026-01-01,,activo,gratuito,no,no,https://www.csd.gob.es/sites/default/files/media/files/2026-01/Estrategia%20Nacional%20de%20Fomento%20del%20Deporte%20contra%20el%20Sedentarismo%20y%20la%20Inactividad%20F%C3%ADsica.pdf,sedentarismo|politicas_publicas|salud|csd,Media,4,"Extraer un problema y diseñar una intervención de cuatro semanas para un centro, empresa o municipio.",2026-08-04,Documento estratégico; no sustituye protocolos clínicos ni normativa profesional.
tsaf_oms_directrices_actividad_fisica,recurso,TSAF,Directrices de actividad física y comportamiento sedentario,Recomendaciones internacionales para diferentes edades y grupos de población basadas en evidencia.,Organización Mundial de la Salud,online,Online,Online,,,activo,gratuito,no,no,https://www.who.int/publications/i/item/9789240015128,oms|actividad_fisica|sedentarismo|recomendaciones,Alta,5,Usar las recomendaciones como marco y traducirlas a objetivos semanales comprensibles para un usuario.,2026-08-04,Las recomendaciones poblacionales no sustituyen una valoración individual ni prescripción sanitaria.
tsaf_junta_buscador_fpe_deporte,recurso,TSAF,Buscador andaluz de Formación Profesional para el Empleo,"Buscador de cursos subvencionados sobre sala de entrenamiento, musculación, pilates, primeros auxilios y actividades dirigidas.",Junta de Andalucía,búsqueda,Andalucía,Andalucía,,,activo,subvencionado,según curso,posible,https://www.juntadeandalucia.es/empleoformacionytrabajoautonomo/formacion/web/buscador-de-cursos,fpe|cursos_subvencionados|fitness|andalucia,Alta,5,Filtrar por Granada y familia Actividades Físicas y Deportivas; guardar dos cursos compatibles con su horario.,2026-08-04,"La oferta, fechas y requisitos cambian continuamente."
tsaf_herramienta_kinovea,herramienta,TSAF,Kinovea,"Software gratuito para grabar, comparar, anotar y medir vídeos de ejecución técnica y movimiento deportivo.",Kinovea,software,Online,Online,,,activo,gratuito y código abierto,no,no,https://www.kinovea.org/,videoanalisis|tecnica|biomecanica|software,Alta,5,"Grabar una sentadilla con consentimiento y elaborar un informe visual con ángulos, fases y limitaciones del análisis.",2026-08-04,No realizar diagnósticos médicos; proteger la imagen y los datos de la persona grabada.
tsaf_herramienta_trainingpeaks,herramienta,TSAF,TrainingPeaks para entrenadores,"Plataforma para planificar entrenamientos, gestionar deportistas y analizar carga y cumplimiento.",TrainingPeaks,online y app,Online,Online,,,activo,prueba o plan de pago,no,no,https://www.trainingpeaks.com/app-for-coaches/,planificacion|carga|coaching|resistencia,Media,5,"Crear un deportista de prueba y programar dos semanas con objetivos, carga y revisión posterior.",2026-08-04,Revisar precios y tratamiento de datos antes de incorporar clientes reales.
tsaf_herramienta_polar_flow,herramienta,TSAF,Polar Flow,"Servicio para registrar, analizar y visualizar entrenamiento, actividad y recuperación mediante dispositivos compatibles.",Polar,online y app,Online,Online,,,activo,gratuito con dispositivo compatible,no,no,https://www.polar.com/es/flow,frecuencia_cardiaca|carga|recuperacion|monitorizacion,Media,5,Exportar una semana de entrenamiento propia y explicar tendencias sin convertirlas en diagnóstico clínico.,2026-08-04,La disponibilidad de métricas depende del dispositivo.
tsaf_herramienta_garmin_connect,herramienta,TSAF,Garmin Connect,"Plataforma para revisar sesiones, salud, actividad, rutas y tendencias de dispositivos Garmin.",Garmin,online y app,Online,Online,,,activo,gratuito con opciones prémium y dispositivo compatible,no,no,https://connect.garmin.com/es/,wearables|actividad|entrenamiento|datos,Media,4,"Analizar datos propios de una semana y crear una ficha que diferencie dato observado, interpretación e incertidumbre.",2026-08-04,Las métricas de consumo no sustituyen pruebas profesionales ni evaluación sanitaria.
tsaf_herramienta_strava,herramienta,TSAF,Strava,"Registro deportivo y comunidad para seguir sesiones, rutas, objetivos y evolución en múltiples actividades.",Strava,online y app,Online,Online,,,activo,gratuito con suscripción opcional,no,no,https://www.strava.com/?hl=es-es,registro|running|ciclismo|comunidad,Baja,4,Crear un club privado de prueba y definir un reto de adherencia sin publicar ubicaciones sensibles.,2026-08-04,"Configurar privacidad y evitar exponer domicilio, rutinas o ubicaciones de usuarios."
tsaf_herramienta_trainerize,herramienta,TSAF,ABC Trainerize,"Software profesional para entregar programas, comunicarse con clientes y seguir hábitos y progreso.",ABC Trainerize,online y app,Online,Online,,,activo,prueba y planes de pago,no,no,https://www.trainerize.com/,entrenamiento_personal|clientes|seguimiento|online,Media,5,"Crear un cliente ficticio, asignar un programa y comprobar el flujo de seguimiento semanal.",2026-08-04,"Revisar precios, privacidad y consentimiento antes de usar datos reales."
tsaf_herramienta_hexfit,herramienta,TSAF,Hexfit,"Software para evaluar condición física, prescribir sesiones, periodizar y centralizar el seguimiento de usuarios.",Hexfit,online y app,Online,Online,,,activo,prueba y planes de pago,no,no,https://www.myhexfit.com/es/,evaluacion|periodizacion|seguimiento|entrenador,Media,5,Probar una evaluación y una planificación ficticia y comparar el flujo con una hoja de cálculo.,2026-08-04,"No almacenar datos de salud reales sin base legal, seguridad y consentimiento."
tsaf_herramienta_excel,herramienta,TSAF,Microsoft Excel,"Hoja de cálculo para planificar sesiones, registrar tests, controlar cargas y visualizar evolución.",Microsoft,software y online,Online,Online,,,activo,privado o incluido en licencia educativa,no,no,https://support.microsoft.com/es-es/excel/,excel|tests|cargas|planificacion,Alta,5,"Crear una plantilla con ficha de sesiones, volumen, intensidad, asistencia y gráficos de evolución.",2026-08-04,Comprobar si el centro facilita licencia educativa y proteger archivos con datos personales.
tsaf_herramienta_google_forms,herramienta,TSAF,Formularios de Google,"Herramienta para cuestionarios iniciales, satisfacción, asistencia y recogida estructurada de información.",Google Workspace,online,Online,Online,,,activo,gratuito con cuenta de Google,no,no,https://workspace.google.com/intl/es/products/forms/,formularios|feedback|adherencia|evaluacion,Baja,4,Crear un formulario de satisfacción sin preguntas clínicas ni datos sensibles innecesarios.,2026-08-04,No utilizarlo como historia clínica y limitar la recogida de datos al mínimo necesario.
tsaf_sae_busqueda_empleo,empleo_busqueda,TSAF,Servicio Andaluz de Empleo,"Portal autonómico para buscar ofertas, gestionar la demanda y acceder a orientación profesional.",Servicio Andaluz de Empleo,búsqueda,Andalucía,Andalucía,,,activo,gratuito,no,posible,https://www.juntadeandalucia.es/organismos/empleoempresaytrabajoautonomo/areas/empleo/buscar.html,empleo|sae|monitor_deportivo|andalucia,Alta,5,"Guardar búsquedas con monitor de sala, entrenador personal, actividades dirigidas, socorrista y técnico deportivo.",2026-08-04,Las ofertas cambian continuamente; revisar titulación y experiencia exigidas.
tsaf_portal_empleate_sepe,empleo_busqueda,TSAF,Portal Empléate,Portal público nacional para localizar empleo por ocupación y territorio.,SEPE,búsqueda,Online,Online,,,activo,gratuito,no,posible,https://empleate.gob.es/empleo/index_nojs.html?JAVASCRIPTSTATUS=NONE,empleo|sepe|fitness|deporte,Media,4,"Crear alertas para técnico de fitness, monitor deportivo, entrenador y actividades acuáticas.",2026-08-04,"Comprobar empresa, convenio, jornada y requisitos antes de postular."
tsaf_empleo_deporte_portal,empleo_busqueda,TSAF,Empleo Deporte,"Portal especializado en ofertas de actividad física, fitness, preparación física, gestión deportiva y salud.",Empleo Deporte,búsqueda,España,Online,,,activo,gratuito para consultar,no,posible,https://www.empleodeporte.com/,empleo_sectorial|fitness|entrenador|deporte,Alta,5,Crear perfil y postular solo a ofertas cuyo alcance profesional encaje con la titulación y experiencia.,2026-08-04,"Verificar identidad de la empresa, contrato y condiciones antes de compartir documentación."
tsaf_plataforma_colef_empleo,empleo_busqueda,TSAF,Bolsa de empleo de Plataforma COLEF,"Ofertas sectoriales de deporte, salud, entrenamiento y gestión publicadas por la red profesional COLEF.",Plataforma COLEF,búsqueda,España,Online,,,activo,gratuito para consultar,no,posible,https://www.plataformacolef.es/es/2/59/Empleo.html,empleo|colef|deporte_salud|entrenamiento,Media,4,Revisar perfiles solicitados y detectar qué puestos exigen grado universitario y cuáles admiten TSAF.,2026-08-04,No asumir que TSAF habilita para puestos reservados a profesionales universitarios colegiados.
tsaf_ayuntamiento_granada_bolsas,empleo_busqueda,TSAF,Bolsas de empleo del Ayuntamiento de Granada,Listado municipal de bolsas activas y procesos que pueden incluir categorías deportivas o de animación.,Ayuntamiento de Granada,búsqueda,Granada,Granada,,,activo,gratuito,no,no,https://www.granada.org/inet/personal.nsf/bolsasempleo,empleo_publico|bolsas|deporte|granada,Alta,5,"Revisar categorías de deporte y animación, descargar bases y comprobar titulación y temario.",2026-08-04,"El listado cambia; cada bolsa tiene bases, vigencia y requisitos propios."
tsaf_bop_granada_bolsa_monitores_2026,empleo_busqueda,TSAF,Bolsa de trabajo de monitores deportivos y culturales,Convocatoria publicada en el BOP de Granada para formar una bolsa municipal de monitores.,Boletín Oficial de la Provincia de Granada,concurso o bolsa pública,Granada,Granada,2026-01-20,,historico_util,tasas a revisar,no,no,https://bop.dipgra.es/publica/buscador-anuncios/anuncio/CONVOCATORIA-Y-BASES-BOLSA-DE-TRABAJO-MONITORES-DEPORTIVOS-Y-CULTURALES/,bolsa_empleo|monitor_deportivo|bop|granada,Media,4,"Estudiar bases, méritos y documentación para anticiparse a procesos similares en municipios granadinos.",2026-08-04,"Plazo presumiblemente finalizado. Sigue siendo útil como modelo real de requisitos, baremación y documentación de bolsas locales."
tsaf_gofit_empleo_practicas,convocatoria_practicas,TSAF,Empleo y prácticas en GO fit,Portal corporativo con puestos de centros deportivos y posibilidad de prácticas formativas en una cadena con centro en Granada.,GO fit,búsqueda y candidatura,Granada y España,Granada,,,activo,remunerado o prácticas según vacante,no,sí,https://go-fit.es/trabaja-en-go-fit/,gimnasios|practicas|fitness|granada,Alta,5,"Revisar perfiles, adaptar CV y solicitar prácticas o vacantes de fitness y experiencia de cliente.",2026-08-04,La disponibilidad depende de cada centro y convocatoria.
tsaf_synergym_empleo,empleo_busqueda,TSAF,Ofertas de empleo de Synergym,"Portal de empleo de una cadena fitness andaluza con puestos de trainer, club y operaciones y acceso a futuras alertas.",Synergym,búsqueda y candidatura,España,Andalucía,,,activo,remunerado según vacante,no,posible,https://jobs.synergym.es/,trainer|gimnasio|andalucia|empleo,Alta,5,"Conectar el perfil, activar alertas y preparar ejemplos de atención al cliente, captación y dirección de sesiones.",2026-08-04,Los puestos de trainer pueden combinar funciones técnicas y comerciales.
tsaf_basic_fit_empleo,empleo_busqueda,TSAF,Empleo en Basic-Fit España,Portal corporativo para consultar puestos en clubes y áreas de soporte de una cadena de gimnasios nacional.,Basic-Fit,búsqueda y candidatura,España,Online,,,activo,remunerado según vacante,no,posible,https://jobs.basic-fit.com/es-es/home,fitness|club|empleo|cadena_gimnasios,Media,4,"Filtrar puestos en España y adaptar el CV al rol de club, atención o fitness solicitado.",2026-08-04,"Comprobar ubicación, funciones y requisitos de cada vacante."
tsaf_eures_empleo_deporte,empleo_busqueda,TSAF,EURES para empleo deportivo en Europa,"Red pública europea con empleo, orientación y movilidad para puestos de fitness, animación y actividad física.",EURES - European Employment Services,búsqueda,Europa,Online,,,activo,gratuito,no,posible,https://eures.europa.eu/jobseekers_en,eures|europa|fitness|movilidad,Baja,4,"Crear perfil Europass y buscar fitness instructor, sports animator y personal trainer.",2026-08-04,"Revisar idioma, reconocimiento de la titulación, alojamiento y condiciones laborales."
tsaf_congreso_agesport_2026,evento,TSAF,XXIII Congreso AGESPORT 2026,"Congreso andaluz de gestión deportiva para conocer instalaciones, políticas, innovación y red profesional del sector.",AGESPORT,presencial,Almería,Almería,2026-10-28,2026-10-28,pendiente_convocatoria,a revisar,según organización,no,https://www.agesport.org/,gestion_deportiva|congreso|networking|andalucia,Alta,5,Reservar la fecha y revisar inscripción y programa cuando se publiquen completamente.,2026-08-04,Fecha y sede anunciadas; detalles de inscripción pendientes de convocatoria completa.
tsaf_semana_europea_deporte_2026,evento,TSAF,Semana Europea del Deporte 2026,Iniciativa europea coordinada en España para promover actividad física y organizar acciones contra el sedentarismo.,Consejo Superior de Deportes,presencial y online,España,Online,2026-09-23,2026-09-30,activo,gratuito,no,posible,https://www.csd.gob.es/es/promocion-del-deporte/semana-europea-del-deporte-2026,beactive|actividad_fisica|reto|voluntariado,Alta,5,Localizar una actividad próxima o proponer al centro una sesión abierta y medible durante esa semana.,2026-08-04,Las actividades concretas dependen de entidades y municipios participantes.
tsaf_gran_premio_fondo_granada_2026,evento,TSAF,Gran Premio de Fondo Diputación de Granada 2026,"Circuito provincial de carreras que permite observar organización, calentamiento, control de esfuerzo y atención a participantes.",Diputación de Granada,presencial,Provincia de Granada,Granada,2026-01-14,,activo,inscripción a revisar,no,posible,https://www.dipgra.es/servicios/areas/deportes/gran-premio-de-fondo/,running|circuito|eventos|granada,Media,4,Consultar pruebas restantes y solicitar información sobre voluntariado o colaboración técnica.,2026-08-04,Calendario compuesto por múltiples pruebas; revisar fechas e inscripción de cada sede.
tsaf_carreras_montana_granada_2026,evento,TSAF,Circuito Provincial de Carreras por Montaña 2026,"Circuito de 18 pruebas por municipios granadinos útil para conocer preparación, seguridad y logística de eventos de resistencia.",Diputación de Granada,presencial,Provincia de Granada,Granada,2026-01-01,2026-12-31,activo,inscripción a revisar,no,posible,https://www.dipgra.es/servicios/areas/deportes/deporte-en-la-naturaleza/carreras-por-montana/,trail|resistencia|eventos|granada,Media,4,"Elegir una prueba restante y analizar necesidades de movilidad, hidratación, calentamiento y seguridad.",2026-08-04,"Revisar calendario, reglamento y si existe voluntariado en cada municipio."
tsaf_circuito_campo_traves_granada,evento,TSAF,Circuito Provincial de Campo a Través,"Circuito en varios municipios para observar deporte base, pruebas de resistencia y organización pública local.",Diputación de Granada,presencial,Provincia de Granada,Granada,,,activo,inscripción a revisar,no,posible,https://www.dipgra.es/servicios/areas/deportes/deporte-competicion/circuito-provincial-campo-a-traves/,campo_traves|deporte_base|resistencia|granada,Baja,4,Revisar próximas sedes y documentar una propuesta de calentamiento y vuelta a la calma para participantes.,2026-08-04,Las fechas varían por municipio; consultar la edición vigente.
tsaf_hyrox_malaga_2026,evento,TSAF,HYROX Málaga 2026,Competición de fitness híbrido celebrada en Málaga con pruebas combinadas de carrera y estaciones funcionales.,HYROX y FYCMA,presencial,Málaga,Málaga,2026-04-16,2026-04-19,historico_util,privado,no,posible,https://fycma.com/evento/hyrox-malaga-2026/,hyrox|fitness_hibrido|competicion|malaga,Media,4,Analizar el formato y diseñar una progresión segura de ocho semanas para un participante ficticio.,2026-08-04,"Evento finalizado. Sigue siendo útil para estudiar tendencias del fitness híbrido, logística y demandas de una competición real."
tsaf_congreso_addijes_granada_2026,evento,TSAF,X Congreso de Investigación y Didáctica de la Educación Física,"Congreso universitario celebrado en Granada sobre educación física, investigación, enseñanza y actividad física.",ADDIJES y Universidad de Granada,presencial,Granada,Granada,2026-04-15,2026-04-17,historico_util,a revisar,según organización,no,https://sites.google.com/go.ugr.es/congresoaddijes/p%C3%A1gina-principal-26,congreso|educacion_fisica|investigacion|granada,Baja,4,Revisar programa y ponentes y seleccionar una línea para preparar una revisión breve basada en fuentes.,2026-08-04,"Edición finalizada. Sigue siendo útil por sus temas, contactos académicos y ejemplos de divulgación profesional."
tsaf_agesport_comunidad,comunidad,TSAF,Asociación Andaluza de Gestión del Deporte,"Comunidad profesional andaluza con congresos, formación, premios y actualidad sobre instalaciones y servicios deportivos.",AGESPORT,online y presencial,Andalucía,Andalucía,,,activo,consulta gratuita; asociación a revisar,no,no,https://www.agesport.org/,gestion_deportiva|comunidad|instalaciones|andalucia,Media,4,Seguir su actualidad y asistir a una actividad para entender salidas más allá del entrenamiento personal.,2026-08-04,Algunas actividades o servicios pueden requerir inscripción o asociación.
tsaf_colef_andalucia_comunidad,comunidad,TSAF,COLEF Andalucía,"Corporación profesional con noticias, normativa, empleo y posicionamientos sobre ejercicio físico y deporte.",COLEF Andalucía,online y presencial,Andalucía,Andalucía,,,activo,consulta gratuita; colegiación restringida a titulaciones habilitantes,no,no,https://www.colefandalucia.com/,profesion|normativa|ejercicio_fisico|andalucia,Alta,5,Seguir normativa y aprender a distinguir funciones TSAF de actividades reservadas a otras profesiones.,2026-08-04,TSAF no equivale al grado universitario en Ciencias de la Actividad Física y del Deporte ni habilita automáticamente para colegiarse.
tsaf_liga_hibrida_andalucia,reto,TSAF,Liga Híbrida Andalucía,"Competición andaluza de fuerza y resistencia que conecta boxes, atletas, empresas y organización de eventos híbridos.",Liga Híbrida Andalucía,presencial,Andalucía,Andalucía,,,activo,inscripción a revisar,no,posible,https://www.ligahibridaandalucia.com/,fitness_hibrido|fuerza|resistencia|andalucia,Media,4,"Consultar sedes y analizar estándares de movimiento, categorías y estructura de una jornada.",2026-08-04,"Revisar calendario, reglamento, seguros y condiciones de participación."
tsaf_fuente_csd,fuente_noticias,TSAF,Consejo Superior de Deportes,"Fuente estatal sobre políticas deportivas, convocatorias, programas, normativa y promoción de la actividad física.",Consejo Superior de Deportes,online,España,Online,,,activo,gratuito,no,no,https://www.csd.gob.es/es,csd|politica_deportiva|convocatorias|espana,Alta,5,"Revisar semanalmente promoción del deporte, formación y convocatorias relevantes.",2026-08-04,Fuente institucional estatal.
tsaf_fuente_iad_noticias,fuente_noticias,TSAF,Noticias y formación del Instituto Andaluz del Deporte,"Actualidad sobre cursos, investigación, innovación y proyectos de actividad física y deporte en Andalucía.",Instituto Andaluz del Deporte,online,Andalucía,Andalucía,,,activo,gratuito,no,no,https://ws226.juntadeandalucia.es/iadformaconti/wordpress/?page_id=687,iad|formacion|investigacion|andalucia,Alta,5,Consultar cada semana nuevas actividades y guardar solo las que tengan una aplicación profesional clara.,2026-08-04,La frecuencia de publicación puede variar.
tsaf_fuente_colef_andalucia,fuente_noticias,TSAF,Noticias de COLEF Andalucía,"Actualidad autonómica sobre profesión, ejercicio físico, regulación, empleo y programas deportivos.",COLEF Andalucía,online,Andalucía,Andalucía,,,activo,gratuito,no,no,https://www.colefandalucia.com/noticias,profesion|normativa|empleo|andalucia,Media,5,Leer novedades profesionales y anotar qué implicaciones tienen para el trabajo de un técnico TSAF.,2026-08-04,Distinguir las competencias de titulaciones universitarias y de Formación Profesional.
tsaf_fuente_consejo_colef_boletin,fuente_noticias,TSAF,Boletín del Consejo COLEF,"Resumen periódico de normativa, noticias profesionales y formación vinculada a la educación física y el deporte.",Consejo COLEF,online,España,Online,,,activo,gratuito,no,no,https://www.consejo-colef.es/blog/categories/bolet%C3%ADn,boletin|normativa|profesion|deporte,Media,4,Revisar un boletín mensual y extraer una norma o debate profesional relevante.,2026-08-04,Parte del contenido se dirige a profesionales universitarios colegiados.
tsaf_fuente_espana_activa_observatorio,fuente_noticias,TSAF,Observatorio de la Fundación España Activa,"Estudios e informes sobre actividad física, sedentarismo, impacto social y sector fitness.",Fundación España Activa,online,España,Online,,,activo,gratuito para consulta,no,no,https://espanaactiva.es/observatorio/,fitness|sedentarismo|informes|sector,Media,5,Elegir un informe y convertir dos datos en una propuesta concreta para un centro deportivo.,2026-08-04,"Comprobar metodología, muestra y fecha antes de citar resultados."
tsaf_fuente_revista_andaluza_medicina_deporte,fuente_noticias,TSAF,Revista Andaluza de Medicina del Deporte,"Publicación científica vinculada al Centro Andaluz de Medicina del Deporte sobre salud, ejercicio y rendimiento.",Centro Andaluz de Medicina del Deporte,online,Andalucía,Andalucía,,,activo,gratuito para consulta,no,no,https://ws154.juntadeandalucia.es/ojs/index.php/ramd,medicina_deporte|investigacion|salud|andalucia,Baja,4,"Leer un artículo y resumir objetivo, población, método, resultados y límites sin extrapolar conclusiones.",2026-08-04,Contenido científico; no debe convertirse directamente en prescripción individual.
tsaf_fuente_oms_actividad_fisica,fuente_noticias,TSAF,Actividad física de la Organización Mundial de la Salud,"Fuente internacional de recomendaciones, datos y publicaciones sobre actividad física, salud y sedentarismo.",Organización Mundial de la Salud,online,Online,Online,,,activo,gratuito,no,no,https://www.who.int/health-topics/physical-activity,oms|salud_publica|actividad_fisica|evidencia,Media,5,Utilizarla para comprobar recomendaciones poblacionales antes de preparar contenido divulgativo.,2026-08-04,No sustituye evaluación individual ni orientación sanitaria.
