leccion_id,ruta_id,ruta_titulo,ruta_tipo,ciclo_siglas,orden_leccion,competencia_id,leccion_titulo,leccion_objetivo,video_titulo,canal,youtube_url,embed_url,inicio_segundos,fin_segundos,notas_habilitadas,notas_con_timestamp,guardar_progreso_segundos,boton_marcar_hecho,condicion_marcar_hecho,actividad_obligatoria,evidencia_minima,obligatoria_para_ruta,estado_embed,ultima_revision
daw_nextjs_learn__daw-cli-003,daw_nextjs_learn,Learn Next.js,curso_complementario,DAW,1,DAW-CLI-003,Construir interfaces basadas en componentes,"Construir una interfaz con componentes, propiedades y estado.",Curso de React,jonmircha,https://www.youtube.com/playlist?list=PLvq-jIkSeTUZ5XcUw8fJPTBKEHEKPMTKk,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLvq-jIkSeTUZ5XcUw8fJPTBKEHEKPMTKk&listType=playlist,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,Los componentes tienen responsabilidades claras || El estado se ubica en el nivel adecuado || La navegación y formularios mantienen consistencia,Aplicación de varias vistas con componentes reutilizables,no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_nextjs_learn__daw-lm-001,daw_nextjs_learn,Learn Next.js,curso_complementario,DAW,2,DAW-LM-001,Estructurar información con lenguajes de marcas,Estructurar información usando etiquetas semánticas y jerarquía correcta.,Curso de HTML,jonmircha,https://www.youtube.com/watch?v=-oK6zL01fNM,https://www.youtube-nocookie.com/embed/-oK6zL01fNM?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Usa estructura semántica y validable || Diferencia HTML, XML y JSON y sus casos de uso || Interpreta o genera datos estructurados",Conjunto de documentos validados y ejemplo de consumo,no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_nextjs_learn__daw-dig-001,daw_nextjs_learn,Learn Next.js,curso_complementario,DAW,3,DAW-DIG-001,"Analizar digitalización, datos e IA de forma responsable","Evaluar datos, automatización e IA con límites, trazabilidad y revisión humana.",Programación e inteligencia artificial responsable,MoureDev by Brais Moure,https://www.youtube.com/watch?v=uquw8yUKaYM,https://www.youtube-nocookie.com/embed/uquw8yUKaYM?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Modela un proceso antes y después de digitalizarlo || Identifica datos, riesgos y controles || Justifica cuándo una automatización o IA aporta valor",Mapa de proceso y ficha de riesgos,no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_nextjs_learn__daw-sus-001,daw_nextjs_learn,Learn Next.js,curso_complementario,DAW,4,DAW-SUS-001,Aplicar sostenibilidad al desarrollo y operación,Identificar decisiones técnicas que reducen consumo y sobredimensionamiento.,Software Development and Sustainability,Beyond Coding,https://www.youtube.com/playlist?list=PLX6ivsCcfHDOzMIUioOofyF-h-niZL6Qj,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLX6ivsCcfHDOzMIUioOofyF-h-niZL6Qj&listType=playlist,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,Identifica impactos ambientales y sociales de una solución || Propone medidas medibles de mejora || Incluye mantenimiento y fin de vida de datos o infraestructura,Checklist de sostenibilidad aplicado a un proyecto,no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_nextjs_learn__daw-srv-002,daw_nextjs_learn,Learn Next.js,curso_complementario,DAW,5,DAW-SRV-002,Implementar autenticación y autorización seguras,"Implementar sesión o token, rutas protegidas y control de permisos.",Node.js y Express: API y servidor web,jonmircha,https://www.youtube.com/watch?v=tDF644vI-gs,https://www.youtube-nocookie.com/embed/tDF644vI-gs?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Las contraseñas no se almacenan en claro || Las rutas verifican identidad y permisos || Se controlan sesión, expiración y errores sin filtrar secretos","Aplicación con login, roles y pruebas de acceso",no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_github_skills__daw-ed-001,daw_github_skills,GitHub Skills,curso_complementario,DAW,1,DAW-ED-001,Usar Git y un flujo de trabajo colaborativo,"Usar commits, ramas, repositorios remotos y pull requests.",Curso de Git y GitHub desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=3GymExBkKjE,https://www.youtube-nocookie.com/embed/3GymExBkKjE?rel=0&enablejsapi=1&cc_load_policy=1&end=14000,0,14000,si,si,si,si,evidencia_entregada_y_criterio_superado,Crea repositorio y commits atómicos con mensajes claros || Trabaja en una rama y abre un pull request || Resuelve un conflicto sencillo sin perder trabajo,"Repositorio con historial, rama y pull request",no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_github_skills__daw-dig-001,daw_github_skills,GitHub Skills,curso_complementario,DAW,2,DAW-DIG-001,"Analizar digitalización, datos e IA de forma responsable","Evaluar datos, automatización e IA con límites, trazabilidad y revisión humana.",Programación e inteligencia artificial responsable,MoureDev by Brais Moure,https://www.youtube.com/watch?v=uquw8yUKaYM,https://www.youtube-nocookie.com/embed/uquw8yUKaYM?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Modela un proceso antes y después de digitalizarlo || Identifica datos, riesgos y controles || Justifica cuándo una automatización o IA aporta valor",Mapa de proceso y ficha de riesgos,no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_github_skills__daw-ed-002,daw_github_skills,GitHub Skills,curso_complementario,DAW,3,DAW-ED-002,"Depurar, automatizar y mantener calidad",Depurar y detectar fallos de forma sistemática.,Visual Studio Code: curso para principiantes,HolaMundo,https://www.youtube.com/watch?v=Ei1y51K8jQk,https://www.youtube-nocookie.com/embed/Ei1y51K8jQk?rel=0&enablejsapi=1&cc_load_policy=1&start=1831&end=3857,1831,3857,si,si,si,si,evidencia_entregada_y_criterio_superado,Usa puntos de ruptura e inspección de variables || Configura formato o lint reproducible || Ejecuta pruebas automáticamente en cada cambio relevante,Repositorio con configuración y workflow de pruebas,no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_github_skills__daw-dep-002,daw_github_skills,GitHub Skills,curso_complementario,DAW,4,DAW-DEP-002,Contenerizar y automatizar entrega,"Crear imagen, contenedor, volúmenes y Compose reproducible.",Curso de Docker para principiantes,HolaMundo,https://www.youtube.com/watch?v=4Dko5W96WHg,https://www.youtube-nocookie.com/embed/4Dko5W96WHg?rel=0&enablejsapi=1&cc_load_policy=1&start=1197&end=5200,1197,5200,si,si,si,si,evidencia_entregada_y_criterio_superado,La aplicación se inicia con un comando documentado || Los servicios usan configuración y volúmenes coherentes || El pipeline bloquea una entrega con pruebas fallidas,"Dockerfile, compose y workflow CI",no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_github_skills__daw-bas-005,daw_github_skills,GitHub Skills,curso_complementario,DAW,5,DAW-BAS-005,Documentar errores y aprender mediante práctica,"Reproducir, aislar y documentar un error usando el depurador.",Visual Studio Code: curso para principiantes,HolaMundo,https://www.youtube.com/watch?v=Ei1y51K8jQk,https://www.youtube-nocookie.com/embed/Ei1y51K8jQk?rel=0&enablejsapi=1&cc_load_policy=1&start=1831&end=2500,1831,2500,si,si,si,si,evidencia_entregada_y_criterio_superado,Crea una plantilla de diario técnico || Documenta un error con pasos para reproducirlo || Distingue una fuente primaria de una explicación secundaria,Entrada de diario técnico con error resuelto,no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_visual_studio_code__daw-lm-002,daw_visual_studio_code,Visual Studio Code,herramienta,DAW,1,DAW-LM-002,Presentar información de forma responsive,Construir una interfaz responsive y comprobarla en varios tamaños.,Responsive Web Design,jonmircha,https://www.youtube.com/watch?v=udGrXWeJp1Y,https://www.youtube-nocookie.com/embed/udGrXWeJp1Y?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Construye un layout con Flexbox o Grid || Se adapta a móvil, tableta y escritorio || Mantiene contraste, legibilidad y consistencia visual",Landing responsive publicada o capturas multiformato,no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_visual_studio_code__daw-cli-001,daw_visual_studio_code,Visual Studio Code,herramienta,DAW,2,DAW-CLI-001,Programar interacción con JavaScript en el navegador,"Programar eventos, DOM, formularios y estado de interfaz.",Curso de JavaScript,jonmircha,https://www.youtube.com/playlist?list=PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLvq-jIkSeTUZ6QgYYO3MwG9EMqC-KoLXA&listType=playlist,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,Manipula contenido y eventos sin recargas innecesarias || Valida formularios y muestra errores accesibles || Organiza código en módulos y evita variables globales,Aplicación web interactiva con formularios y estado local,no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_visual_studio_code__daw-cli-003,daw_visual_studio_code,Visual Studio Code,herramienta,DAW,3,DAW-CLI-003,Construir interfaces basadas en componentes,"Construir una interfaz con componentes, propiedades y estado.",Curso de React,jonmircha,https://www.youtube.com/playlist?list=PLvq-jIkSeTUZ5XcUw8fJPTBKEHEKPMTKk,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLvq-jIkSeTUZ5XcUw8fJPTBKEHEKPMTKk&listType=playlist,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,Los componentes tienen responsabilidades claras || El estado se ubica en el nivel adecuado || La navegación y formularios mantienen consistencia,Aplicación de varias vistas con componentes reutilizables,no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_visual_studio_code__daw-pro-001,daw_visual_studio_code,Visual Studio Code,herramienta,DAW,4,DAW-PRO-001,"Programar con variables, decisiones y bucles","Programar variables, validaciones y decisiones.",Curso de Java desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=JOAqpdM36wI,https://www.youtube-nocookie.com/embed/JOAqpdM36wI?rel=0&enablejsapi=1&cc_load_policy=1&start=5294&end=11115,5294,11115,si,si,si,si,evidencia_entregada_y_criterio_superado,Usa tipos de datos y operadores adecuados || Resuelve decisiones y repeticiones sin bucles infinitos || Valida entradas y prueba casos límite,Tres programas de consola con casos de prueba,no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_visual_studio_code__daw-lm-001,daw_visual_studio_code,Visual Studio Code,herramienta,DAW,5,DAW-LM-001,Estructurar información con lenguajes de marcas,Estructurar información usando etiquetas semánticas y jerarquía correcta.,Curso de HTML,jonmircha,https://www.youtube.com/watch?v=-oK6zL01fNM,https://www.youtube-nocookie.com/embed/-oK6zL01fNM?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Usa estructura semántica y validable || Diferencia HTML, XML y JSON y sus casos de uso || Interpreta o genera datos estructurados",Conjunto de documentos validados y ejemplo de consumo,no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_github_student_pack__daw-ed-001,daw_github_student_pack,GitHub Student Developer Pack,herramienta,DAW,1,DAW-ED-001,Usar Git y un flujo de trabajo colaborativo,"Usar commits, ramas, repositorios remotos y pull requests.",Curso de Git y GitHub desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=3GymExBkKjE,https://www.youtube-nocookie.com/embed/3GymExBkKjE?rel=0&enablejsapi=1&cc_load_policy=1&end=14000,0,14000,si,si,si,si,evidencia_entregada_y_criterio_superado,Crea repositorio y commits atómicos con mensajes claros || Trabaja en una rama y abre un pull request || Resuelve un conflicto sencillo sin perder trabajo,"Repositorio con historial, rama y pull request",no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_github_student_pack__daw-dig-001,daw_github_student_pack,GitHub Student Developer Pack,herramienta,DAW,2,DAW-DIG-001,"Analizar digitalización, datos e IA de forma responsable","Evaluar datos, automatización e IA con límites, trazabilidad y revisión humana.",Programación e inteligencia artificial responsable,MoureDev by Brais Moure,https://www.youtube.com/watch?v=uquw8yUKaYM,https://www.youtube-nocookie.com/embed/uquw8yUKaYM?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Modela un proceso antes y después de digitalizarlo || Identifica datos, riesgos y controles || Justifica cuándo una automatización o IA aporta valor",Mapa de proceso y ficha de riesgos,no,revisar_automaticamente_antes_de_publicar,2026-08-04
daw_github_student_pack__daw-dep-001,daw_github_student_pack,GitHub Student Developer Pack,herramienta,DAW,3,DAW-DEP-001,Desplegar una aplicación web con configuración segura,Desplegar una aplicación y configurar variables y servicio de producción.,Despliegue de una aplicación Node.js,jonmircha,https://www.youtube.com/watch?v=FGZKmqX8gEY,https://www.youtube-nocookie.com/embed/FGZKmqX8gEY?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,La aplicación es accesible por HTTPS || Los secretos se gestionan fuera del repositorio || Existe procedimiento de despliegue y reversión,URL de demo y guía de despliegue,no,revisar_automaticamente_antes_de_publicar,2026-08-04
