skill_id,titulo,descripcion,horas_estimadas,criterios_superacion,evidencia_minima,umbral_superacion,aplicable_a,fuente_titulo_url,fuente_curriculo_url,tipo_criterio,ultima_revision
PRO-002,Diseñar funciones y trabajar con colecciones,"Divide el problema en funciones, maneja arrays o colecciones y evita duplicación.",24,"Separa responsabilidades en funciones pequeñas || Recorre y transforma colecciones correctamente || Gestiona búsquedas, ordenación o agregación básica",Aplicación de consola modular con colección de objetos o datos,Código sin duplicación relevante y pruebas mínimas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
PRO-003,Aplicar programación orientada a objetos,"Modela clases, encapsula estado, usa composición, herencia solo cuando aporta valor e interfaces.",32,Define clases con responsabilidades claras || Protege invariantes mediante encapsulación || Usa composición o interfaces y justifica el diseño,Proyecto orientado a objetos con diagrama y README,Cumple requisitos funcionales y no expone estado crítico,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
PRO-004,"Gestionar errores, ficheros y pruebas","Controla excepciones, persiste información simple y escribe pruebas automatizadas básicas.",24,Maneja errores sin ocultarlos ni bloquear la aplicación || Lee y escribe datos de forma segura || Incluye pruebas para lógica importante y casos límite,Repositorio con pruebas y tratamiento de errores,Pruebas principales en verde y errores documentados,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
LM-001,Estructurar información con lenguajes de marcas,"Crea documentos HTML, XML o JSON válidos, bien estructurados y transformables.",16,"Usa estructura semántica y validable || Diferencia HTML, XML y JSON y sus casos de uso || Interpreta o genera datos estructurados",Conjunto de documentos validados y ejemplo de consumo,Sin errores estructurales graves,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
LM-002,Presentar información de forma responsive,"Aplica CSS, layout, tipografía y adaptación a móvil con una jerarquía clara.",20,"Construye un layout con Flexbox o Grid || Se adapta a móvil, tableta y escritorio || Mantiene contraste, legibilidad y consistencia visual",Landing responsive publicada o capturas multiformato,Sin desbordes y con jerarquía visual comprensible,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
ED-001,Usar Git y un flujo de trabajo colaborativo,"Versiona código con commits útiles, ramas, pull requests y resolución básica de conflictos.",16,Crea repositorio y commits atómicos con mensajes claros || Trabaja en una rama y abre un pull request || Resuelve un conflicto sencillo sin perder trabajo,"Repositorio con historial, rama y pull request",Historial comprensible y PR revisable,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
ED-002,"Depurar, automatizar y mantener calidad","Configura IDE, formateo, análisis estático, pruebas y una integración continua básica.",18,Usa puntos de ruptura e inspección de variables || Configura formato o lint reproducible || Ejecuta pruebas automáticamente en cada cambio relevante,Repositorio con configuración y workflow de pruebas,Pipeline correcto y error reproducible cuando falla una prueba,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DIG-001,"Analizar digitalización, datos e IA de forma responsable","Identifica procesos digitalizables, riesgos, métricas y límites de automatización o IA.",10,"Modela un proceso antes y después de digitalizarlo || Identifica datos, riesgos y controles || Justifica cuándo una automatización o IA aporta valor",Mapa de proceso y ficha de riesgos,"Problema, datos, impacto y controles claramente definidos",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
SUS-001,Aplicar sostenibilidad al desarrollo y operación,"Evalúa consumo, ciclo de vida, accesibilidad, mantenimiento y reducción de desperdicio digital.",8,Identifica impactos ambientales y sociales de una solución || Propone medidas medibles de mejora || Incluye mantenimiento y fin de vida de datos o infraestructura,Checklist de sostenibilidad aplicado a un proyecto,Incluye al menos 3 mejoras verificables,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
ENG-001,Leer y comunicar información técnica en inglés,"Comprende documentación, incidencias y mensajes técnicos y redacta textos breves profesionales.",16,Resume documentación técnica en español || Redacta un issue o README breve en inglés || Explica oralmente una incidencia o decisión técnica,README o issue bilingüe,Mensaje comprensible sin errores que impidan la acción,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
EMP-001,Preparar perfil profesional y candidatura,"Presenta proyectos, adapta CV, analiza ofertas y trabaja con comunicación profesional.",16,CV adaptado a un puesto concreto || Perfil GitHub o portfolio con dos evidencias explicadas || Matriz de requisitos y brechas de tres ofertas,"CV, perfil y matriz de brechas",Documentos actualizados y adaptados a un objetivo real,empleo|prácticas|beca|formación_en_empresa,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
PRJ-001,Planificar y entregar un proyecto integrador,"Define problema, alcance, requisitos, arquitectura, datos, pruebas, despliegue y documentación.",50,"El alcance y los criterios de aceptación están definidos || La solución funciona y está versionada || Incluye pruebas, documentación y una demo reproducible","Repositorio, demo, README, pruebas y presentación",Cumple criterios de aceptación y se reproduce desde cero,proyecto|hackathon|portfolio|formación_en_empresa,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
PRJ-002,Presentar y defender una solución,"Expone problema, usuario, decisiones, demo, resultados, límites y siguientes pasos.",8,Pitch de 3 a 5 minutos con estructura || Demo sin depender de pasos improvisados || Responde preguntas técnicas y reconoce límites,Vídeo de pitch o presentación en directo,"Mensaje claro, demo funcional y respuestas coherentes",hackathon|evento|proyecto|entrevista,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAW-CLI-001,Programar interacción con JavaScript en el navegador,"Manipula DOM, eventos, formularios, módulos y almacenamiento local sin acoplamiento innecesario.",28,Manipula contenido y eventos sin recargas innecesarias || Valida formularios y muestra errores accesibles || Organiza código en módulos y evita variables globales,Aplicación web interactiva con formularios y estado local,Flujo principal y errores controlados,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAW-CLI-002,Consumir APIs y gestionar asincronía,"Realiza peticiones HTTP, controla carga, error y cancelación y transforma respuestas.",24,"Consume una API con estados de carga, éxito y error || Valida y transforma la respuesta antes de mostrarla || Evita exponer claves y documenta límites de la API",Cliente web conectado a una API pública o propia,Todos los estados visibles y errores recuperables,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAW-CLI-003,Construir interfaces basadas en componentes,"Divide la interfaz en componentes, gestiona estado y navegación y evita duplicación.",30,Los componentes tienen responsabilidades claras || El estado se ubica en el nivel adecuado || La navegación y formularios mantienen consistencia,Aplicación de varias vistas con componentes reutilizables,Flujos principales sin estado incoherente,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAW-SRV-001,"Crear rutas, validación y lógica de servidor","Implementa endpoints o controladores, valida datos y separa presentación, negocio y persistencia.",30,Define rutas y métodos HTTP coherentes || Valida entrada en servidor y devuelve errores útiles || Separa reglas de negocio de acceso a datos,Backend con CRUD validado y documentación de endpoints,Casos correctos e incorrectos probados,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAW-SRV-002,Implementar autenticación y autorización seguras,"Gestiona identidad, sesiones o tokens, roles, contraseñas y protección de rutas.",24,"Las contraseñas no se almacenan en claro || Las rutas verifican identidad y permisos || Se controlan sesión, expiración y errores sin filtrar secretos","Aplicación con login, roles y pruebas de acceso",Un usuario no autorizado no accede a recursos protegidos,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAW-SRV-003,Persistir datos y exponer una API mantenible,"Integra base de datos, migraciones, transacciones, paginación y documentación de API.",30,"Usa migraciones o scripts reproducibles || Gestiona relaciones y transacciones críticas || Documenta contrato, paginación y errores",API persistente con esquema y colección de pruebas,Datos consistentes y contrato reproducible,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAW-DEP-001,Desplegar una aplicación web con configuración segura,"Configura dominio, HTTPS, variables de entorno, servidor y observabilidad básica.",24,La aplicación es accesible por HTTPS || Los secretos se gestionan fuera del repositorio || Existe procedimiento de despliegue y reversión,URL de demo y guía de despliegue,Despliegue reproducible sin secretos expuestos,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAW-DEP-002,Contenerizar y automatizar entrega,"Crea contenedores, servicios relacionados y pipeline de construcción, pruebas y despliegue.",24,La aplicación se inicia con un comando documentado || Los servicios usan configuración y volúmenes coherentes || El pipeline bloquea una entrega con pruebas fallidas,"Dockerfile, compose y workflow CI",Build limpio y arranque reproducible,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAW-UI-001,Diseñar experiencias usables y coherentes,"Define arquitectura de información, componentes, estados y navegación centrados en tareas.",22,"La jerarquía permite completar la tarea principal || Contempla estados vacío, carga, error y éxito || Usa patrones y componentes consistentes",Prototipo y pantalla implementada con estados,Prueba con al menos 3 tareas sin bloqueo crítico,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAW-UI-002,Aplicar accesibilidad web verificable,"Usa HTML semántico, teclado, foco, etiquetas, contraste y mensajes comprensibles.",18,Toda interacción esencial funciona con teclado || Formularios e imágenes tienen alternativas adecuadas || Contraste y foco cumplen una revisión automatizada y manual,Informe de auditoría y correcciones,Sin barreras críticas en flujo principal,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAW-UI-003,"Optimizar rendimiento, SEO técnico y compatibilidad","Reduce peso y bloqueos, usa metadatos, rutas rastreables y pruebas en navegadores.",18,Optimiza imágenes y carga de recursos || Incluye metadatos y estructura indexable cuando procede || Comprueba rendimiento y compatibilidad del flujo principal,Informe antes/después con métricas y cambios,Mejora medible y ausencia de errores críticos,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2292,https://www.juntadeandalucia.es/boja/2011/149/23,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAM-AD-001,Conectar aplicaciones a bases de datos,"Implementa conexiones, consultas parametrizadas, mapeo y gestión de recursos.",26,Usa consultas parametrizadas o mecanismo equivalente || Libera recursos y gestiona errores de acceso || Mapea datos sin mezclar responsabilidades,Aplicación CRUD conectada a base de datos,CRUD completo sin inyección ni fugas evidentes,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAM-AD-002,Gestionar persistencia avanzada y migraciones,"Trabaja con ORM, relaciones, transacciones, repositorios y evolución del esquema.",26,Define relaciones y consultas sin cargas innecesarias || Aplica migraciones reproducibles || Protege operaciones críticas con transacciones,"Proyecto con migraciones, repositorios y pruebas",Migración y rollback probados sobre datos de prueba,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAM-UI-001,Construir interfaces de escritorio o multiplataforma,"Diseña ventanas, componentes, navegación, formularios y estados con separación de responsabilidades.",30,"La interfaz mantiene estado coherente || Valida datos y comunica errores || Separa vista, lógica y datos mediante un patrón reconocible",Aplicación de escritorio o multiplataforma con varias vistas,Flujo principal completo y sin bloqueos,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
